IDX,Memo,BagNo,MonNo01,MonNo02,MonNo03,MonNo04,MonNo05,MonNo06,MonNo07,MonNo08,MonNo09,MonNo10
9514,[저주정령]_가니메테셋트_AUTO LV                                                                               ,997256300,7256300,7256400,7256500,0,0,0,0,0,0,0
9518,[저주정령]_부패한 좀비셋트_AUTO LV                                                                             ,997256600,7256600,7256700,7256800,0,0,0,0,0,0,0
9522,[저주정령]_반클리프 마법사셋트_AUTO LV                                                                           ,997256900,7256900,7257000,7257100,0,0,0,0,0,0,0
9526,[저주정령]_광기어린 가고일셋트_AUTO LV                                                                           ,997257200,7257200,7257300,7257400,0,0,0,0,0,0,0
9530,[저주정령]_샤피셋트_AUTO LV                                                                                 ,997257500,7257500,7257600,7257700,0,0,0,0,0,0,0
9534,[저주정령]_카라차셋트_AUTO LV                                                                                ,997257800,7257800,7257900,7258000,0,0,0,0,0,0,0
9538,[저주정령]_토투셋트_AUTO LV                                                                                 ,997258100,7258100,7258200,7258300,0,0,0,0,0,0,0
9542,[저주정령]_무찌셋트_AUTO LV                                                                                 ,997258400,7258400,7258500,7258600,0,0,0,0,0,0,0
9546,[저주정령]_페리 에리얼_AUTO LV                                                                               ,997258700,7258700,0,0,0,0,0,0,0,0,0
9635,[저주정령]_페리 에리얼_AUTO LV보스방 강화                                                                         ,997258705,7261200,0,0,0,0,0,0,0,0,0
9548,[저주정령]_원한의 정령_AUTO LV                                                                               ,997258800,7258800,0,0,0,0,0,0,0,0,0
9634,[저주정령]_원한의 정령_AUTO LV보스방 강화                                                                         ,997258805,7261100,0,0,0,0,0,0,0,0,0
9550,[저주정령]_박쥐 거미_AUTO LV                                                                                ,997258900,7258900,0,0,0,0,0,0,0,0,0
9639,[저주정령]_박쥐 거미_AUTO LV                                                                                ,997258905,7261600,0,0,0,0,0,0,0,0,0
9552,[저주정령]_프로켈_AUTO LV                                                                                  ,997259000,7259000,0,0,0,0,0,0,0,0,0
9633,[저주정령]_프로켈_AUTO LV보스방 강화                                                                            ,997259005,7261000,0,0,0,0,0,0,0,0,0
9554,[저주정령]_우두머리 무찌_AUTO LV                                                                              ,997259100,7259100,0,0,0,0,0,0,0,0,0
9556,[저주정령]_아카나이(보스)_AUTO LV                                                                             ,997259200,7259200,0,0,0,0,0,0,0,0,0
9558,[저주정령]_게이트 키퍼_AUTO LV                                                                               ,997259300,7259300,0,0,0,0,0,0,0,0,0
9560,[저주정령]_본 드래곤 Lv68(cleef_BoneDragon) (보스)_AUTO LV                                                    ,997259400,7259400,0,0,0,0,0,0,0,0,0
9563,[저주정령]_자로(보스)_AUTO LV                                                                               ,997259500,7259500,0,0,0,0,0,0,0,0,0
9622,[자연정령]_신록의 숲 보스 리바이어스 AUTO LV_1구간 보스                                                                ,997260000,7260000,0,0,0,0,0,0,0,0,0
9623,[자연정령]_신록의 숲 보스 리바이어스 AUTO LV_2구간 보스                                                                ,997260100,7260100,0,0,0,0,0,0,0,0,0
9684,라그나로크 테마 오크 필드 포링 AUTO LV                                                                           ,997270100,4701700,0,0,0,0,0,0,0,0,0
9685,라그나로크 테마 오크 필드 엔젤링 AUTO LV                                                                          ,997270300,4701800,0,0,0,0,0,0,0,0,0
9686,라그나로크 테마 오크 필드 고블린 망치 AUTO LV                                                                       ,997270400,4701900,0,0,0,0,0,0,0,0,0
9687,라그나로크 테마 오크 필드 고블린 도끼 AUTO LV                                                                       ,997270500,4702000,0,0,0,0,0,0,0,0,0
9688,라그나로크 테마 오크 필드 오크워리어 AUTO LV                                                                        ,997270600,4702100,0,0,0,0,0,0,0,0,0
9689,라그나로크 테마 오크 필드 하이오크 AUTO LV                                                                         ,997270700,4702200,0,0,0,0,0,0,0,0,0
9690,라그나로크 테마 오크 필드 오크 히어로 AUTO LV                                                                       ,997270800,4702300,0,0,0,0,0,0,0,0,0
9692,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (일반)                                                                    ,997270900,4702410,0,0,0,0,0,0,0,0,0
9691,라그나로크 테마 글레스트 헤임 좀비 AUTO LV (연출용) (일반)                                                              ,997270910,4702400,0,0,0,0,0,0,0,0,0
9693,라그나로크 테마 글레스트 헤임 구울 AUTO LV (연출용) (일반)                                                              ,997271000,4702500,0,0,0,0,0,0,0,0,0
